监控,#genre#
吉林卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7365582553698000803&livemode=1&authCode=3a&stbId=E44003FF004735100000288CB8C34048&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
江苏卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6991321979145848743&livemode=1&authCode=3a&stbId=A94003FF004735100000288CB8C343E6&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
江西卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4625292887079171688&livemode=1&authCode=3a&stbId=1E4003FF004735100000288CB8C353C0&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
辽宁卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5393821316758187099&livemode=1&authCode=3a&stbId=1E4003FF004735100000288CB8C33F20&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
浙江卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7751216754229369822&livemode=1&authCode=3a&stbId=604003FF004735100000288CB8C33F96&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
新疆卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5648045890196605092&livemode=1&authCode=3a&stbId=994003FF004735100000288CB8C356FA&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
旅游卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6187345409661409786&livemode=1&authCode=3a&stbId=BE4003FF004735100000288CB8C35244&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
内蒙古卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7331079758781182663&livemode=1&authCode=3a&stbId=A34003FF004735100000288CB8C35292&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
青海卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7493614642381322513&livemode=1&authCode=3a&stbId=E14003FF004735100000288CB8C35390&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
四川卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7490243799257182211&livemode=1&authCode=3a&stbId=504003FF004735100000288CB8C33F64&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
山东卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5997090813985405750&livemode=1&authCode=3a&stbId=114003FF004735100000288CB8C33FA6&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
陕西卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9149348477727203604&livemode=1&authCode=3a&stbId=B14003FF004735100000288CB8C33EF2&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
深圳卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=8664139335630741688&livemode=1&authCode=3a&stbId=C04003FF004735100000288CB8C33EFC&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
天津卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4966692255080753870&livemode=1&authCode=3a&stbId=B14003FF004735100000288CB8C33FD0&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
生活时尚,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=8538616372715313491&livemode=1&authCode=3a&stbId=2D4003FF004735100000288CB809FD74&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
五星体育,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4612233678249154892&livemode=1&authCode=3a&stbId=7D4003FF004735100000288CB80A1C30&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6550198305014687851&livemode=1&authCode=3a&stbId=664003FF004735100000288CB809FE94&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
ICS,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6032059665143203976&livemode=1&authCode=3a&stbId=B84003FF004735100000288CB809EC72&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
新闻综合,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7487426726248458200&livemode=1&authCode=3a&stbId=334003FF004735100000288CB80A1572&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
都市频道,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6789517052815334336&livemode=1&authCode=3a&stbId=AF4003FF004735100000288CB8C377C6&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
第一财经,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6617141658685778844&livemode=1&authCode=3a&stbId=CC4003FF004735100000288CB8C384AA&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
法制天地,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&authCode=3a&stbId=F94003FF004735100000288CB8C34210&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
东方财经,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7061949425579508455&livemode=1&authCode=3a&stbId=594003FF004735100000288CB8C33F68&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
都市剧场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6458566386506430130&livemode=1&authCode=3a&stbId=FF4003FF004735100000288CB8C35BFA&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
动漫秀场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9072176337701960899&livemode=1&authCode=3a&stbId=8B4003FF004735100000288CB8C375EE&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
七彩戏剧,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5379866194427087552&livemode=1&authCode=3a&stbId=BB4003FF004735100000288CB8C374BE&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
纪实频道HD,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7081356299464623208&livemode=1&authCode=3a&stbId=5A4003FF004735100000288CB8C35B5C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
极速汽车,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6674152167754937164&livemode=1&authCode=3a&stbId=CA4003FF004735100000288CB8C3720E&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
数字电视,#genre#
NewTV动作电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225671/index.m3u8
NewTV惊悚悬疑,http://39.135.138.60:18890/PLTV/88888910/224/3221225717/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225766/index.m3u8
NewTV古装剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225678/index.m3u8
NewTV家庭剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225713/index.m3u8
NewTV军旅剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225669/index.m3u8
NewTV爱情喜剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225748/index.m3u8
NewTV军事评论,http://39.135.138.60:18890/PLTV/88888910/224/3221225757/index.m3u8
NewTV炫舞未来,http://39.135.138.60:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV潮妈辣婆,http://39.135.138.60:18890/PLTV/88888910/224/3221225708/index.m3u8
NewTV金牌综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV农业致富,http://39.135.138.60:18890/PLTV/88888910/224/3221225670/index.m3u8
NewTV健康有约,http://39.135.138.60:18890/PLTV/88888910/224/3221225666/index.m3u8
NewTV武博世界,http://39.135.138.60:18890/PLTV/88888910/224/3221225656/index.m3u8
NewTV中国功夫,http://39.135.138.60:18890/PLTV/88888910/224/3221225660/index.m3u8
NewTV精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
NewTV精品纪录,http://39.135.138.60:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV超级综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
NewTV超级综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225768/index.m3u8
NewTV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225648/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级电视,http://39.135.138.60:18890/PLTV/88888910/224/3221225765/index.m3u8
NewTV江西频道,http://39.135.138.60:18890/PLTV/88888910/224/3221225979/index.m3u8
NewTV山东频道,http://39.135.138.60:18890/PLTV/88888910/224/3221226184/index.m3u8
NewTV广东频道,http://39.135.138.60:18890/PLTV/88888910/224/3221226185/index.m3u8
NewTV广西频道,http://39.135.138.60:18890/PLTV/88888910/224/3221226186/index.m3u8
NewTV四川频道,http://39.135.138.60:18890/PLTV/88888910/224/3221226187/index.m3u8
NewTV云南频道,http://39.135.138.60:18890/PLTV/88888910/224/3221226188/index.m3u8
NewTV吉林频道,http://39.135.138.60:18890/PLTV/88888910/224/3221226189/index.m3u8
NewTV黑龙江台,http://39.135.138.60:18890/PLTV/88888910/224/3221226192/index.m3u8
黑莓动画,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
黑莓电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
求索动物FHD,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索生活FHD,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索一,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索二,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索三,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索四,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
欢笑剧场4K,http://39.134.39.38/PLTV/88888888/224/3221226203/index.m3u8
Hot亚洲影院,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002005/index.m3u8
Hot探索记录,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002006/index.m3u8
Hot漫游世界,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002007/index.m3u8
Hot欧美影院,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002003/index.m3u8
Hot风尚音乐,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002015/index.m3u8
Hot少儿动漫,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002017/index.m3u8
Hot精彩影视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002012/index.m3u8
Hot精品剧场,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002014/index.m3u8
SiTV全纪实,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002016/index.m3u8
SiTV动漫秀场,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002000/index.m3u8
SiTV极速汽车,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002001/index.m3u8
SiTV法治天地,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002010/index.m3u8
SiTV金色频道,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002018/index.m3u8
SiTV生活时尚,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002019/index.m3u8
IPTV少儿动画,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000605/index.m3u8
IPTV相声小品,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000606/index.m3u8
IPTV热播剧场,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000608/index.m3u8
IPTV魅力时尚,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000609/index.m3u8
IPTV法制,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000638/index.m3u8
喜剧影院,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000602/index.m3u8
动作影院,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000603/index.m3u8
蓝光移动,#genre#
CCTV-1蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226226/1.m3u8
CCTV-2蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8
CCTV-3蓝光,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225588/index.m3u8
CCTV4蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8
CCTV-5蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV-5+蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8
CCTV-6蓝光,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8#http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8
CCTV-7蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8
CCTV-9蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226236/1.m3u8
CCTV-10蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226227/1.m3u8
CCTV-11蓝光,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV-12蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226228/1.m3u8
CCTV13蓝光,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.33.12/PLTV/77777777/224/3221226819/index.m3u8
CCTV-14蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226229/1.m3u8
CCTV-15蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV-17蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
北京卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8
天津卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226246/1.m3u8
东方卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226237/1.m3u8
湖南卫视蓝光,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000324/index.m3u8
浙江卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226247/1.m3u8
江苏卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226242/1.m3u8
山东卫视蓝光,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000301/index.m3u8
湖北卫视蓝光,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000325/index.m3u8
安徽卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226223/1.m3u8
广东卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
深圳卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226245/1.m3u8
辽宁卫视蓝光,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
龙江卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
江西卫视蓝光,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226243/1.m3u8
四川卫视蓝光,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227006/1.m3u8
重庆卫视蓝光,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
厦门卫视蓝光,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
广西卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225879/1.m3u8
甘肃卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225877/1.m3u8
青海卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225893/1.m3u8
山西卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225895/1.m3u8
云南卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225902/1.m3u8
陕西卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225896/1.m3u8
宁夏卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225892/1.m3u8
内蒙卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225891/1.m3u8
新疆卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225901/1.m3u8
西藏卫视高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225900/1.m3u8
中国教育,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225905/1.m3u8
山东教育,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225908/1.m3u8
黑莓动画,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
超级电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226233/1.m3u8
超级综艺,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226231/1.m3u8
超级综艺,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226232/1.m3u8
农业致富,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226304/1.m3u8
潮妈辣婆,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226286/1.m3u8
炫舞未来,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226248/1.m3u8
精品大剧,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226331/1.m3u8
古装剧场,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226323/1.m3u8
军旅剧场,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226324/1.m3u8
军事评论,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226326/1.m3u8
中國美景,#genre#
直播淳安千岛湖 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230622/index.m3u8
直播杭州西湖 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230662/index.m3u8
直播江南龙门湾 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231220/index.m3u8
直播下姜村 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230668/index.m3u8
直播临安天目山 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230631/index.m3u8
直播千岛湖龙山岛 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230653/index.m3u8
直播富春江 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230671/index.m3u8
直播断桥 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231217/index.m3u8
直播武林广场 720,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230628/index.m3u8
趵突泉,http://gccncc.v.wscdns.com/gc/btq01_1/index.m3u8
青岛奥帆中心,https://gccncc.v.wscdns.com/gc/bgws7_1/index.m3u8
青岛琴岛之眼,https://gccncc.v.wscdns.com/gc/xdfjq01_1/index.m3u8
山东华东野战军纪念馆,https://gccncc.v.wscdns.com/gc/jsh06_1/index.m3u8
映秀城,http://gcalic.v.myalicdn.com/gc/wcyxxc01_1/index.m3u8
山西阳泉,https://gccncc.v.wscdns.com/gc/nss01_1/index.m3u8
北京密云古北水镇,https://gccncc.v.wscdns.com/gc/dlst03_1/index.m3u8
北京水立方,https://gccncc.v.wscdns.com/gc/gccntv241-slf01_1/index.m3u8
老虎滩极地馆,http://gccncc.v.wscdns.com/gc/hkts04_1/index.m3u8
北京海洋馆,http://gctxyc.liveplay.myqcloud.com/gc/hkts03_1/index.m3u8
陆家嘴,http://bililive.kksmg.com/hls/2018linshi007/playlist.m3u8
上海,http://bililive.kksmg.com/hls/sdi80/playlist.m3u8
天津之眼,https://gccncc.v.wscdns.com/gc/tjhh01_1/index.m3u8
浙江舟山东极岛,https://gccncc.v.wscdns.com/gc/djd01_1/index.m3u8
南京玄武湖,https://gccncc.v.wscdns.com/gc/xwh01_1/index.m3u8
普陀山风景区,https://gccncc.v.wscdns.com/gc/pts01_1/index.m3u8
杭州千岛湖,https://gccncc.v.wscdns.com/gc/caqdh_1/index.m3u8
杭州云栖小镇,https://gccncc.v.wscdns.com/gc/hnttpgsz_1/index.m3u8
邯郸东环立交桥,https://gccncc.v.wscdns.com/gc/ylh04_1/index.m3u8
沈阳金廊,https://gccncc.v.wscdns.com/gc/zsslsjjfsd_1/index.m3u8
吉林省八青村,https://gccncc.v.wscdns.com/gc/tjhh02_1/index.m3u8
哈尔滨霁虹桥,https://gccncc.v.wscdns.com/gc/hkts09_1/index.m3u8
四川海螺沟,http://gctxyc.liveplay.myqcloud.com/gc/hkts11_1/index.m3u8
华南农业大学,http://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
四川达古冰川,http://gcalic.v.myalicdn.com/gc/ztx_1.flv
广西白头叶猴,http://gcalic.v.myalicdn.com/gc/ztd_1.flv
宁夏固原姚磨村,http://gcalic.v.myalicdn.com/gc/ztb_1.flv
福建平潭,https://gccncc.v.wscdns.com/gc/qdls01_1/index.m3u8
福建漳州六鳌翡翠湾,https://gccncc.v.wscdns.com/gc/fcw03_1/index.m3u8
厦门鼓浪屿,https://gccncc.v.wscdns.com/gc/gly01_1/index.m3u8
武汉长江大桥,https://gccncc.v.wscdns.com/gc/tyhjtys_1/index.m3u8
江汉关大楼,https://gccncc.v.wscdns.com/gc/nywbwg01_1/index.m3u8
郑东新区千玺广场,https://gccncc.v.wscdns.com/gc/zdxq01_1/index.m3u8
洛阳应天门,https://gccncc.v.wscdns.com/gc/tyhjntyz_1/index.m3u8
湘西矮寨大桥,https://gccncc.v.wscdns.com/gc/jyg04_1/index.m3u8
重庆李子坝站轻轨,https://gccncc.v.wscdns.com/gc/gccntv240-lzb01_1/index.m3u8
宁夏银川贺兰山,https://gccncc.v.wscdns.com/gc/hkts05_1/index.m3u8
八達嶺南□樓,http://gcalic.v.myalicdn.com/gc/bgws7_1.flv
阿勒泰蒙新河狸,https://gccncc.v.wscdns.com/gc/hkylxs05_1/index.m3u8
珠穆朗玛峰,http://gcalic.v.myalicdn.com/gc/bgwn10_1.flv
黃花城水長城1,http://gcalic.v.myalicdn.com/gc/wgw01_1.flv
黃花城水長城2,http://gcalic.v.myalicdn.com/gc/wgw02_1.flv
黃花城水長城3,http://gcalic.v.myalicdn.com/gc/wgw03_1.flv
黃花城水長城4,http://gcalic.v.myalicdn.com/gc/wgw04_1.flv
嘉峪關長城1,http://gcalic.v.myalicdn.com/gc/jyg01_1.flv
嘉峪關長城2,http://gcalic.v.myalicdn.com/gc/jyg02_1.flv
大漠孤烟,http://gcalic.v.myalicdn.com/gc/nxsptdmgy_1.flv
黄河漂流,http://gcalic.v.myalicdn.com/gc/nxspthhpl_1.flv
黃山始信峰,http://gcalic.v.myalicdn.com/gc/hssxf_1.flv
黃山夢筆生花,http://gcalic.v.myalicdn.com/gc/hsmbsh_1.flv
黃山排雲亭,http://gcalic.v.myalicdn.com/gc/hspyt_1.flv
西海大峽谷,http://gcalic.v.myalicdn.com/gc/hsxhdxg_1.flv
黃山光明頂,http://gcalic.v.myalicdn.com/gc/hsgmd_1.flv
黃山平天矼,http://gcalic.v.myalicdn.com/gc/hsptgz_1.flv
黃山始信新道,http://gcalic.v.myalicdn.com/gc/hsyg_1.flv
峨眉山雲海日出,http://gcalic.v.myalicdn.com/gc/emsarm_1.flv
峨眉山貢嘎雪山,http://gcalic.v.myalicdn.com/gc/emsyh_1.flv
峨眉山眺萬佛頂,http://gcalic.v.myalicdn.com/gc/emswfs_1.flv
峨眉山普賢菩薩,http://gcalic.v.myalicdn.com/gc/emspxps_1.flv
烏鎮藍印花布,http://gcalic.v.myalicdn.com/gc/zjwzlyhb_1.flv
烏鎮龍形田,http://gcalic.v.myalicdn.com/gc/zjwzlxt_1.flv
烏鎮西市河,http://gcalic.v.myalicdn.com/gc/zjwzbblh_1.flv
烏鎮白蓮塔,http://gcalic.v.myalicdn.com/gc/zjwzblt_1.flv
敦煌月牙泉山門,http://gcalic.v.myalicdn.com/gc/dhyyqsm_1.flv
敦煌月牙泉沙灘,http://gcalic.v.myalicdn.com/gc/dhyyqst_1.flv
月牙泉鳴沙山,http://gcalic.v.myalicdn.com/gc/dhyyqyyq_1.flv
龍虎山中間水泡,http://gcalic.v.myalicdn.com/gc/lhszjsp_1.flv
武夷山玉女峰,http://gcalic.v.myalicdn.com/gc/wysynf_1.flv
西藏圣象天门,http://gcalic.v.myalicdn.com/gc/wysyxdhp_1.flv
西藏南迦巴瓦,https://gccncc.v.wscdns.com/gc/hkylxs09_1/index.m3u8
哈尼多依樹梯田,http://gcalic.v.myalicdn.com/gc/hnttdysjd_1.flv
杭州云栖小镇,http://gcalic.v.myalicdn.com/gc/hnttpgsz_1.flv
贡园古荔枝,http://gcalic.v.myalicdn.com/gc/hnttbdjd_1.flv
都江堰魚嘴,http://gcalic.v.myalicdn.com/gc/djyqyl1_1.flv
都江堰飛沙堰,http://gcalic.v.myalicdn.com/gc/djyewm_1.flv
金昌火星1号基地,http://gcalic.v.myalicdn.com/gc/mdjxxdsb_1.flv
雪鄉梦想家园,http://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1.flv
丹巴甲居藏寨,http://gcalic.v.myalicdn.com/gc/hgsylztpb_1.flv
黄果树六角亭左,http://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1.flv
恒山悬空寺,http://gcalic.v.myalicdn.com/gc/hsxksqj_1.flv
甘肃临夏布塄沟村,http://gcalic.v.myalicdn.com/gc/hsxkscj_1.flv
黄龙争艳彩池,http://gcalic.v.myalicdn.com/gc/hlzycc_1.flv
